title,score,comment,quote,year,country,category,link,cover
青蛇,8.5,382995,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,1993,中国香港 中国大陆,剧情 爱情 奇幻 古装,https://movie.douban.com/subject/1303394/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg
源代码,8.5,623265,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,2011,美国 加拿大,科幻 悬疑 惊悚,https://movie.douban.com/subject/3075287/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg
无耻混蛋,8.6,362853,昆汀同学越来越变态了，比北野武还杜琪峰。,2009,德国 美国,剧情 犯罪,https://movie.douban.com/subject/1438652/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg
哈利·波特与火焰杯,8.5,381113,,2005,英国 美国,奇幻 冒险,https://movie.douban.com/subject/1309055/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2220723219.jpg
完美陌生人,8.5,415252,来啊，互相伤害啊！,2016,意大利,剧情 喜剧,https://movie.douban.com/subject/26614893/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg
遗愿清单,8.6,280813,用剩余不多的时间，去燃烧整个生命。,2007,美国,冒险 喜剧 剧情,https://movie.douban.com/subject/1867345/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1208653481.jpg
九品芝麻官,8.5,412253,,1994,中国香港,剧情 喜剧 古装,https://movie.douban.com/subject/1297518/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg
阿飞正传,8.5,371756,王家卫是一种风格，张国荣是一个代表。,1990,中国香港,犯罪 剧情 爱情,https://movie.douban.com/subject/1305690/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg
大佛普拉斯,8.7,288683,人们可以登上月球，却永远无法探索人们内心的宇宙。,2017,中国台湾,剧情 喜剧,https://movie.douban.com/subject/27059130/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg
血钻,8.7,265675,每个美丽事物背后都是滴血的现实。,2006,美国 德国,剧情 惊悚 冒险,https://movie.douban.com/subject/1428175/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg
谍影重重2,8.7,268632,谁说王家卫镜头很晃？,2004,美国 德国,动作 悬疑 惊悚,https://movie.douban.com/subject/1308767/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg
地球上的星星,8.9,155990,天使保护事件始末。,2007,印度,剧情 儿童 家庭,https://movie.douban.com/subject/2363506/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg
香水,8.5,432081,一个单凭体香达到高潮的男人。,2006,德国 法国 西班牙 美国,剧情 犯罪 奇幻,https://movie.douban.com/subject/1760622/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg
疯狂的麦克斯4：狂暴之路,8.6,382909,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,2015,澳大利亚 美国,动作 科幻 冒险,https://movie.douban.com/subject/3592854/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
步履不停,8.8,191154,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,2008,日本,剧情 家庭,https://movie.douban.com/subject/2222996/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p926535516.jpg
战争之王,8.6,268159,做一颗让别人需要你的棋子。,2005,美国 法国,剧情 犯罪,https://movie.douban.com/subject/1419936/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg
谍影重重,8.6,320925,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,2002,美国 德国 捷克,动作 悬疑 惊悚,https://movie.douban.com/subject/1304102/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg
彗星来的那一夜,8.5,378411,小成本大魅力。,2013,美国 英国,科幻 悬疑 惊悚,https://movie.douban.com/subject/25807345/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg
猜火车,8.5,344995,不可猜的青春迷笛。 ,1996,英国,剧情 犯罪,https://movie.douban.com/subject/1292528/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg
波西米亚狂想曲,8.7,427484,,2018,英国 美国,剧情 传记 同性 音乐,https://movie.douban.com/subject/5300054/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg
朗读者,8.6,376938,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,2008,美国 德国,剧情 爱情,https://movie.douban.com/subject/2213597/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg
浪潮,8.7,209394,世界离独裁只有五天。,2008,德国,剧情 惊悚,https://movie.douban.com/subject/2297265/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg
小萝莉的猴神大叔,8.4,371574,宝莱坞的萝莉与大叔。,2015,印度,剧情 喜剧 动作,https://movie.douban.com/subject/26393561/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg
再次出发之纽约遇见你,8.6,316556,爱我就给我看你的播放列表。,2013,美国,喜剧 爱情 音乐,https://movie.douban.com/subject/6874403/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg
东京物语,9.2,95591,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,1953,日本,剧情 家庭,https://movie.douban.com/subject/1291568/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1925331564.jpg
驴得水,8.3,688858,过去的如果就让它过去了，未来只会越来越糟！,2016,中国大陆,剧情 喜剧,https://movie.douban.com/subject/25921812/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg
聚焦,8.8,215339,新闻人的理性求真。,2015,美国,剧情 传记,https://movie.douban.com/subject/25954475/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg
追随,8.9,137095,诺兰的牛逼来源于内心散发出的恐惧。,1998,英国,犯罪 悬疑 惊悚,https://movie.douban.com/subject/1397546/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561545031.jpg
千钧一发,8.8,183597,一部能引人思考的科幻励志片。,1997,美国,剧情 科幻 惊悚,https://movie.douban.com/subject/1300117/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg
我爱你,9,115468,你要相信，这世上真的有爱存在，不管在什么年纪 ,2011,韩国,剧情 爱情,https://movie.douban.com/subject/5908478/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg
一次别离,8.7,201866,只有有信仰的人才能说出事实真相。,2011,伊朗 法国,剧情 家庭,https://movie.douban.com/subject/5964718/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg
黑鹰坠落,8.7,218704,还原真实而残酷的战争。,2001,美国,动作 历史 战争,https://movie.douban.com/subject/1291824/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg
黑客帝国2：重装上阵,8.6,270598,一个精彩的世界观正在缓缓建立。,2003,美国 澳大利亚,动作 科幻,https://movie.douban.com/subject/1304141/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg
网络谜踪,8.6,395574,,2018,美国 俄罗斯,剧情 犯罪 悬疑 惊悚,https://movie.douban.com/subject/27615441/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2542848758.jpg
发条橙,8.6,288827,我完全康复了。,1971,英国 美国,犯罪 剧情 科幻,https://movie.douban.com/subject/1292233/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg
四个春天,8.9,123601,来也匆匆去也匆匆，就这样风雨兼程。,2017,中国大陆,纪录片 家庭,https://movie.douban.com/subject/27191492/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2540578887.jpg
E.T. 外星人,8.6,268045,生病的E.T.皮肤的颜色就像柿子饼。,1982,美国,剧情 科幻,https://movie.douban.com/subject/1294638/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg
